t (s),V (mV)
253.937,13.8236
254.937,13.8261
255.937,13.7745
256.937,13.7814
257.937,13.7457
258.937,13.7449
259.937,13.752
260.937,13.8465
261.937,13.7617
262.937,13.7149
263.937,13.7587
264.937,13.7593
265.937,13.7395
266.937,13.7275
267.937,13.7119
268.937,13.7251
269.937,13.6702
270.937,13.6746
271.937,13.639
272.937,13.6614
273.937,13.582
274.937,13.5709
275.937,13.5289
276.937,13.5321
277.937,13.4728
278.937,13.4626
279.937,13.4259
280.937,13.4904
281.937,13.5028
282.937,13.5456
283.937,13.5066
284.937,13.5686
285.937,13.5861
286.937,13.4714
287.937,13.4184
288.937,13.3824
289.937,13.3879
290.937,13.337
291.937,13.2676
292.937,13.2618
293.937,13.2502
294.937,13.2944
295.937,13.2953
296.937,13.3549
297.937,13.3232
298.937,13.3623
299.937,13.3069
300.937,13.2851
301.937,13.2605
302.937,13.2565
303.937,13.1938
304.937,13.1731
305.938,13.1956
306.937,13.1575
307.937,13.2012
308.937,13.1458
309.937,13.1239
310.937,13.0772
311.937,13.0729
312.937,13.0833
313.937,13.046
314.937,13.0489
315.937,13.0708
316.937,13.0222
317.937,13.0514
318.937,13.0765
319.937,12.9937
320.937,13.0874
321.937,13.0702
322.937,13.0758
323.937,13.0654
324.937,13.0539
325.937,12.9979
326.937,12.9907
327.937,12.9112
328.937,12.9334
329.937,12.9699
330.937,12.9604
331.937,12.909
332.937,12.8956
333.937,12.8672
334.937,12.8274
335.937,12.8662
336.937,12.8559
337.937,12.7774
338.937,12.763
339.937,12.8072
340.937,12.824
341.937,12.795
342.937,12.7166
343.937,12.6962
344.937,12.7331
345.937,12.7146
346.937,12.6956
347.937,12.6747
348.937,12.7306
349.937,12.7465
350.937,12.7592
351.937,12.76
352.937,12.7868
353.937,12.7285
354.937,12.628
355.937,12.6636
356.937,12.6839
357.937,12.7029
358.937,12.6775
359.937,12.6422
360.937,12.6345
361.937,12.6565
362.937,12.6105
363.937,12.6461
364.937,12.641
365.938,12.6188
366.937,12.5953
367.937,12.5601
368.937,12.5505
369.937,12.509
370.937,12.4556
371.937,12.4373
372.937,12.5323
373.937,12.5049
374.937,12.5448
375.937,12.5293
376.937,12.5308
377.937,12.5373
378.937,12.5125
379.937,12.4802
380.937,12.4211
381.937,12.4034
382.937,12.3648
383.937,12.2939
384.937,12.2658
385.937,12.2902
386.937,12.342
387.937,12.3534
388.937,12.3131
389.937,12.2581
390.937,12.2464
391.937,12.2971
392.937,12.2821
393.937,12.2317
394.937,12.2215
395.937,12.2363
396.937,12.1778
397.937,12.2564
398.937,12.2737
399.937,12.2592
400.937,12.2612
401.937,12.254
402.937,12.1902
403.937,12.2547
404.937,12.134
405.937,12.156
406.937,12.1031
407.937,12.1211
408.937,12.1159
409.937,12.1446
410.937,12.1469
411.937,12.1488
412.937,12.1287
413.937,12.1264
414.937,12.1137
415.937,12.0563
416.937,12.125
417.937,12.1537
418.937,12.0783
419.937,12.0998
420.937,12.1507
421.937,12.0604
422.937,12.0382
423.937,12.0339
424.937,12.0438
425.938,11.9676
426.938,11.9067
427.937,12.0074
428.937,11.9719
429.937,11.9
430.937,11.934
431.937,11.8642
432.937,11.8692
433.937,11.844
434.937,11.8671
435.937,11.8171
436.937,11.785
437.937,11.8115
438.937,11.852
439.937,11.8819
440.937,11.8871
441.937,11.8689
442.937,11.8255
443.937,11.7675
444.937,11.7453
445.937,11.78
446.937,11.8358
447.937,11.7714
448.937,11.7293
449.937,11.7873
450.937,11.8191
451.937,11.767
452.937,11.7949
453.937,11.7493
454.937,11.6651
455.937,11.5902
456.937,11.5953
457.937,11.7013
458.937,11.7057
459.937,11.6314
460.937,11.6086
461.937,11.6913
462.937,11.6894
463.937,11.5887
464.937,11.5161
465.937,11.4712
466.937,11.4759
467.937,11.5376
468.937,11.5419
469.937,11.496
470.937,11.4399
471.937,11.4796
472.937,11.4935
473.937,11.4856
474.937,11.503
475.937,11.4495
476.937,11.3985
477.937,11.4295
478.937,11.4458
479.937,11.4498
480.937,11.4342
481.937,11.4915
482.937,11.4356
483.937,11.3951
484.937,11.4142
485.937,11.4119
486.937,11.4177
487.937,11.3478
488.937,11.314
489.937,11.2879
490.937,11.3362
491.937,11.3312
492.937,11.321
493.937,11.293
494.937,11.382
495.937,11.3884
496.937,11.3075
497.937,11.3477
498.937,11.3067
499.937,11.2655
500.937,11.2735
501.937,11.239
502.937,11.2115
503.937,11.2088
504.937,11.3443
505.937,11.2088
506.937,11.1745
507.937,11.3025
508.937,11.1693
509.937,11.1986
510.937,11.2332
511.937,11.1238
512.937,11.1191
513.937,11.1011
514.937,11.1546
515.937,11.0423
516.937,11.0787
517.937,10.9792
518.937,11.0289
519.937,11.0679
520.937,11.0479
521.937,10.9965
522.937,10.9834
523.937,10.9687
524.937,10.9501
525.937,10.9415
526.937,10.9746
527.937,10.9365
528.937,10.8848
529.937,10.9067
530.937,10.9133
531.937,10.8557
532.937,10.8879
533.937,10.8673
534.937,10.8727
535.937,10.8136
536.937,10.8021
537.937,10.6896
538.937,10.6899
539.937,10.8461
540.937,10.8187
541.937,10.7451
542.937,10.6889
543.937,10.7116
544.937,10.7211
545.937,10.6545
546.937,10.6828
547.937,10.7163
548.937,10.7121
549.937,10.6994
550.937,10.6588
551.937,10.665
552.937,10.7294
553.937,10.6734
554.937,10.6821
555.937,10.67
556.937,10.656
557.937,10.6492
558.937,10.6677
559.937,10.7195
560.937,10.7088
561.937,10.6376
562.937,10.6382
563.936,10.5808
564.937,10.5896
565.936,10.5356
566.937,10.5013
567.936,10.4723
568.937,10.5173
569.936,10.474
570.936,10.5126
571.937,10.5177
572.936,10.5078
573.936,10.4646
574.937,10.381
575.936,10.4108
576.936,10.4523
577.937,10.3909
578.936,10.4268
579.937,10.4885
580.936,10.4578
581.937,10.4974
582.936,10.4312
583.937,10.3383
584.936,10.2872
585.936,10.2399
586.936,10.3114
587.936,10.3684
588.937,10.3107
589.936,10.2961
590.937,10.2588
591.936,10.2284
592.936,10.2841
593.936,10.2583
594.937,10.3253
595.936,10.3095
