t (s),V (mV)
378.05,14.1603
379.05,14.1701
380.05,14.1588
381.05,14.18
382.05,14.18
383.05,14.1521
384.05,14.176
385.05,14.1453
386.05,14.1523
387.05,14.1523
388.05,14.1112
389.05,14.0792
390.05,14.0325
391.05,14.0499
392.05,14.0739
393.05,14.0617
394.05,14.0481
395.05,14.0773
396.05,14.0235
397.05,14.0192
398.05,13.9623
399.05,13.9498
400.05,13.9361
401.05,13.9338
402.05,13.9469
403.05,13.9568
404.05,13.9519
405.05,13.9442
406.05,14.0108
407.05,13.9524
408.05,13.8672
409.05,13.8505
410.05,13.8813
411.05,13.921
412.05,13.9155
413.05,13.9229
414.05,13.8922
415.05,13.8922
416.05,13.8497
417.05,13.7935
418.05,13.8397
419.05,13.8029
420.05,13.7935
421.05,13.8104
422.05,13.8212
423.05,13.8203
424.05,13.7939
425.05,13.7917
426.05,13.7477
427.05,13.7398
428.05,13.6885
429.05,13.7267
430.05,13.7494
431.05,13.7562
432.05,13.7571
433.05,13.8276
434.05,13.722
435.05,13.7096
436.05,13.7229
437.05,13.7314
438.05,13.6872
439.05,13.718
440.05,13.6561
441.05,13.6256
442.05,13.6026
443.05,13.6106
444.05,13.6481
445.05,13.6449
446.05,13.6838
447.05,13.6676
448.05,13.6398
449.05,13.616
450.05,13.5482
451.05,13.5811
452.05,13.573
453.05,13.5902
454.05,13.5673
455.05,13.5645
456.05,13.5839
457.05,13.5705
458.05,13.553
459.05,13.5305
460.05,13.5354
461.05,13.5721
462.05,13.5913
463.05,13.5134
464.05,13.46
465.05,13.4649
466.05,13.5428
467.05,13.4816
468.05,13.5012
469.05,13.4802
470.05,13.4919
471.05,13.4477
472.05,13.4539
473.05,13.4275
474.05,13.4627
475.05,13.4737
476.05,13.4497
477.05,13.4336
478.05,13.364
479.05,13.3333
480.05,13.348
481.05,13.4374
482.05,13.3816
483.05,13.4275
484.05,13.3687
485.05,13.3532
486.05,13.3297
487.05,13.2988
488.05,13.3031
489.05,13.3257
490.05,13.3585
491.05,13.3741
492.05,13.359
493.05,13.4109
494.05,13.3705
495.05,13.347
496.05,13.3809
497.05,13.3453
498.05,13.3865
499.05,13.3054
500.05,13.2831
501.05,13.3033
502.05,13.2965
503.05,13.2868
504.05,13.2834
505.05,13.3518
506.05,13.3199
507.05,13.3194
508.05,13.3065
509.05,13.3135
510.05,13.3093
511.05,13.2665
512.05,13.2457
513.05,13.2794
514.05,13.2753
515.05,13.279
516.05,13.2495
517.05,13.1785
518.05,13.1783
519.05,13.1414
520.05,13.1525
521.05,13.1634
522.05,13.1087
523.05,13.1521
524.05,13.1348
525.05,13.1046
526.05,13.1354
527.05,13.1319
528.05,13.1265
529.05,13.0761
530.05,13.0766
531.05,13.1084
532.05,13.0535
533.05,13.0094
534.05,13.0008
535.05,12.9791
536.05,12.986
537.05,13.0353
538.05,13.0172
539.05,12.9735
540.05,12.9394
541.05,12.9268
542.05,12.928
543.05,12.9992
544.05,12.9515
545.05,12.9665
546.05,12.982
547.05,12.9953
548.05,12.9539
549.05,12.9617
550.05,13.0184
551.05,13.0221
552.05,12.9755
553.05,12.9571
554.05,12.9481
555.05,12.9139
556.05,12.9097
557.05,12.9057
558.05,12.9083
559.05,12.9221
560.05,12.8362
561.05,12.7754
562.05,12.8154
563.05,12.8121
564.05,12.8287
565.05,12.8931
566.05,12.8649
567.05,12.805
568.05,12.8125
569.05,12.8124
570.05,12.8393
571.05,12.8598
572.05,12.8163
573.05,12.7989
574.05,12.8058
575.05,12.7798
576.05,12.8201
577.05,12.8056
578.05,12.8412
579.05,12.8158
580.05,12.7736
581.05,12.6501
582.05,12.6523
583.05,12.634
584.05,12.6566
585.05,12.6783
586.05,12.6532
587.05,12.659
588.05,12.7046
589.05,12.6631
590.05,12.649
591.05,12.6369
592.05,12.6303
593.05,12.5808
594.05,12.7036
595.05,12.6784
596.05,12.5832
597.05,12.589
598.05,12.5912
599.05,12.5408
600.05,12.4848
601.05,12.471
602.05,12.4648
603.05,12.481
604.05,12.5489
605.05,12.5255
606.05,12.5335
607.05,12.5183
608.05,12.5173
609.05,12.4914
610.05,12.5004
611.05,12.4468
612.05,12.4488
613.05,12.5232
614.05,12.49
615.05,12.4685
616.05,12.4965
617.05,12.5144
618.05,12.532
619.05,12.518
620.05,12.4973
621.05,12.4979
622.05,12.4452
623.05,12.4265
624.05,12.4998
625.05,12.4752
626.05,12.4096
627.05,12.3739
628.05,12.2927
629.05,12.2914
630.05,12.3339
631.05,12.2488
632.05,12.2965
633.05,12.2952
634.05,12.2976
635.05,12.3126
636.05,12.3594
637.05,12.3582
638.05,12.3325
639.05,12.3539
640.05,12.264
641.05,12.2499
642.05,12.2786
643.05,12.2635
644.05,12.2549
645.05,12.2905
646.05,12.2922
647.05,12.2627
648.05,12.2543
649.05,12.2458
650.05,12.2303
651.05,12.2162
652.05,12.2179
653.05,12.1945
654.05,12.2667
655.05,12.2401
656.05,12.2064
657.05,12.2127
658.05,12.2019
659.05,12.2331
660.05,12.2709
661.05,12.2182
662.05,12.1624
663.05,12.2372
664.05,12.2874
665.05,12.2574
666.05,12.246
667.05,12.2237
668.05,12.2152
669.05,12.2405
670.05,12.1828
671.05,12.1065
672.05,12.108
673.05,12.1799
674.05,12.1146
675.05,12.113
676.05,12.08
677.05,12.0954
678.05,12.0992
679.05,12.1603
680.05,12.1628
681.05,12.1903
682.05,12.1912
683.05,12.2268
684.05,12.1889
685.05,12.1484
686.05,12.1301
687.05,12.1709
688.05,12.1777
689.05,12.221
690.05,12.221
691.05,12.1366
692.05,12.1064
693.05,12.1006
694.05,12.1013
695.05,12.0687
696.05,12.1127
697.05,12.0766
698.05,12.0184
699.05,12.0049
700.05,12.0282
701.05,12.0511
702.05,12.0247
703.05,12.058
704.05,12.0066
705.05,11.9768
706.05,11.9576
707.051,11.962
708.05,11.9549
709.05,11.9498
710.05,12.013
711.05,11.9978
712.05,11.946
713.05,11.873
714.05,11.9304
715.05,11.9642
716.05,11.964
717.05,11.9889
718.05,12.029
719.05,12.0424
720.05,11.9726
721.05,11.9191
722.05,11.8983
723.05,11.8758
724.05,11.8526
725.05,11.8386
726.05,11.8033
727.05,11.7665
728.05,11.7601
729.05,11.7523
730.05,11.7868
731.05,11.8581
732.05,11.8984
733.05,11.8424
734.05,11.8114
735.05,11.8252
736.05,11.7631
737.05,11.7586
738.05,11.7885
739.05,11.7887
740.05,11.7718
741.05,11.7573
742.05,11.8191
743.05,11.8016
744.05,11.7996
745.05,11.7921
746.05,11.7675
747.05,11.7573
748.051,11.7424
749.05,11.6827
750.05,11.6714
751.05,11.6739
752.05,11.6734
753.05,11.6576
754.05,11.6644
755.05,11.6494
756.05,11.6213
757.05,11.6172
758.05,11.7393
759.05,11.7092
760.05,11.6976
761.05,11.5957
762.05,11.6464
763.05,11.6178
764.05,11.6343
765.05,11.6502
766.05,11.5944
767.053,11.5518
768.051,11.5372
769.051,11.5732
770.051,11.5304
771.05,11.5255
772.05,11.5065
773.05,11.4935
774.05,11.5149
775.05,11.539
776.05,11.5205
777.05,11.5529
778.05,11.4682
779.05,11.4886
780.05,11.4919
781.05,11.4686
782.05,11.5296
783.05,11.5103
784.05,11.4929
785.05,11.4207
786.05,11.4099
787.05,11.4134
788.05,11.3824
789.05,11.402
790.05,11.3721
791.05,11.3973
792.05,11.3765
793.05,11.368
794.05,11.3525
795.05,11.3889
796.05,11.3917
797.05,11.4128
798.05,11.4236
799.05,11.4003
800.05,11.327
801.05,11.3407
802.05,11.3451
803.05,11.3139
804.05,11.3328
805.05,11.3262
806.05,11.3525
807.05,11.3253
808.05,11.3622
809.05,11.3081
810.05,11.2917
811.05,11.29
812.05,11.2397
813.05,11.2404
814.05,11.2282
815.05,11.2094
816.05,11.2151
817.05,11.2007
818.05,11.231
819.05,11.2658
820.05,11.2704
821.05,11.2146
822.05,11.2011
823.05,11.198
824.05,11.2056
825.05,11.2292
826.05,11.2204
827.05,11.2282
828.05,11.2385
829.05,11.2213
830.05,11.2295
831.05,11.1972
832.05,11.1995
833.05,11.1923
834.05,11.1761
835.05,11.206
836.05,11.2471
837.05,11.2146
838.05,11.2205
839.05,11.1501
840.05,11.0985
841.05,11.1656
842.05,11.1321
843.05,11.1441
844.05,11.1294
845.05,11.1601
846.05,11.1551
847.05,11.1286
848.05,11.1224
849.05,11.1023
850.05,11.1319
851.05,11.0804
852.05,11.1101
853.05,11.0824
854.05,11.1363
855.05,11.0889
856.05,11.0793
857.05,11.0645
858.05,11.0119
859.05,10.9788
860.05,10.9673
861.05,10.969
862.05,11.0052
863.05,11.0235
864.05,11.0431
865.05,11.0406
866.05,11.0603
867.05,11.0721
868.05,11.0415
869.05,11.0081
870.05,11.0086
871.05,10.9607
872.05,10.9687
873.05,10.9264
874.05,10.9085
875.05,10.8838
876.05,10.8706
877.05,10.8816
878.05,10.9402
879.05,10.945
880.05,10.9384
881.05,10.9166
882.05,10.9353
883.05,10.8807
884.05,10.8698
885.05,10.8651
886.05,10.8315
887.05,10.86
888.05,10.862
889.053,10.8093
890.05,10.8449
891.05,10.8372
892.05,10.7967
893.05,10.8319
894.05,10.8405
895.05,10.8408
896.05,10.8443
897.05,10.7648
898.05,10.7639
899.05,10.7487
900.05,10.7596
901.05,10.7426
902.05,10.7559
903.05,10.7814
904.05,10.7313
905.05,10.7058
906.05,10.7249
907.05,10.7882
908.05,10.8678
909.05,10.8813
910.05,10.8431
911.05,10.8155
912.05,10.7593
913.05,10.7287
914.05,10.7271
915.05,10.6895
916.05,10.6981
917.05,10.7031
918.05,10.776
919.05,10.7111
920.05,10.6988
921.05,10.7534
922.05,10.7497
923.05,10.7361
924.05,10.6902
925.05,10.6615
926.05,10.703
927.05,10.7152
928.05,10.6972
929.05,10.6889
930.05,10.6402
931.05,10.6263
932.05,10.6335
933.05,10.6396
934.05,10.6276
935.05,10.6196
936.05,10.6421
937.05,10.6316
938.05,10.6519
939.05,10.6467
940.05,10.6238
941.05,10.6372
942.05,10.6349
943.049,10.6069
944.049,10.5731
945.049,10.613
946.05,10.6515
947.049,10.5598
948.049,10.5489
949.049,10.5385
950.049,10.4872
951.049,10.4968
952.049,10.5254
953.049,10.5624
954.049,10.5319
955.049,10.4919
956.049,10.4733
957.049,10.4718
958.049,10.4949
959.049,10.4831
960.049,10.4662
961.049,10.4749
962.049,10.4944
963.049,10.4952
964.049,10.4762
965.049,10.4741
966.05,10.4774
967.049,10.5052
968.049,10.4465
969.05,10.4343
970.049,10.4048
971.049,10.39
972.05,10.4519
973.049,10.4184
974.049,10.3856
975.049,10.3557
976.05,10.3734
977.049,10.3731
978.049,10.3579
979.049,10.3512
980.049,10.3632
981.049,10.3828
982.049,10.3797
983.049,10.3997
984.049,10.3817
985.049,10.3651
986.049,10.369
987.049,10.3665
988.049,10.3333
989.049,10.321
990.05,10.3447
991.049,10.3199
992.049,10.3316
993.049,10.3248
994.049,10.2995
995.049,10.3308
996.049,10.3104
997.049,10.3705
998.049,10.3784
999.049,10.3035
1000.05,10.2728
1001.05,10.2824
1002.05,10.2984
1003.05,10.3228
1004.05,10.3008
1005.05,10.2788
1006.05,10.2958
1007.05,10.2619
1008.05,10.2677
1009.05,10.2824
1010.05,10.2021
1011.05,10.1924
1012.05,10.2268
1013.05,10.2018
1014.05,10.1918
1015.05,10.1645
1016.05,10.2114
1017.05,10.2297
